county_code,unemployment,0-14,65-,no-education,primary,tertiary,religious,kan,zeleni,svobodni,pb,kdu-csl,suverenita,lev,spoz,non-voters,kscm,ano,hlavu-vzhuru,soukromnici,pirati,ods,usvit,dsss,zmena,aneo,kc,obcane-2011,cssd,rds,top-09
benesov,6.67,0.147,0.156,0.0061895504,0.1751778111,0.0975684788,0.1502110854,0,0.0175252189,0.0151569461,0,0.0388268729,0.0024194787,0.0004480516,0.0068103846,0.3792308874,0.094244457,0.126145732,0.0027523171,0.0020354345,0.015720211,0.0475830816,0.0456500589,0.0044805162,0.0031491628,0.0004096472,0.001510574,0,0.1242127093,0.0001792206,0.0715090378
chomutov,15.09,0.152,0.126,0.0092526622,0.2306425834,0.0644990468,0.051933168,0,0.0126589879,0.0094166858,0,0.0090164016,0.00190135,0.0004303055,0.0078855988,0.5145052988,0.1012218675,0.0991203755,0.0031122097,0.0022015631,0.0103973821,0.02495772,0.044491589,0.0075853856,0.0015110729,0,0.0010207247,0,0.1128601307,0,0.0357053508
prostejov,10.88,0.144,0.164,0.0041885044,0.1746801654,0.1004915525,0.1802260358,0,0.0109997091,0.0099926146,0,0.050354721,0.0015106416,0.0007497258,0.0093324083,0.4102007475,0.1026676812,0.1098963812,0.0015665913,0.001085424,0.0107871002,0.0309401786,0.0560727794,0.0062439854,0.0012868429,0,0.0029653336,0,0.1414855762,0,0.0418615581
olomouc,10.52,0.144,0.156,0.0043076798,0.170741225,0.1445251923,0.1539443075,0,0.0170405055,0.0122419245,0,0.0463018197,0.0014569949,0.0002586694,0.0089848019,0.4114057361,0.0911941551,0.114901996,0.0024969514,0.0011824886,0.0149447556,0.0408644836,0.0469352957,0.0041703839,0.0022224451,0,0.0018423595,0,0.1267057662,0,0.0548484673
bruntal,17.97,0.146,0.138,0.0093833101,0.2220716728,0.0764340889,0.1034058667,0,0.0094075513,0.0073141819,0,0.0198113445,0.001513279,0.0004665944,0.0073267926,0.4749426215,0.1159045625,0.0966985296,0.0020555373,0.0018537668,0.0111478221,0.0250069359,0.0522333476,0.0064818785,0.0025221317,0,0.0009331887,0,0.1371787435,0,0.0272011904
pribram,10.3,0.144,0.155,0.0040762697,0.1879532781,0.093826624,0.1245213445,0,0.0186570382,0.0126751455,0,0.0346410864,0.0028023281,0.0004526838,0.0079758569,0.3819034275,0.1042142703,0.1192713947,0.0036538047,0.002274197,0.0179780125,0.0421427032,0.0424876051,0.0047531796,0.004138823,0.0006466911,0.0013472731,0,0.1241646907,0.0003880147,0.0734317741
melnik,8.51,0.151,0.146,0.0046739472,0.1784301829,0.0883331086,0.065928396,0,0.0182719184,0.0149641763,0,0.0178691306,0.0017698251,0.0004027878,0.0065788671,0.435169476,0.0908713642,0.1149653969,0.0034786217,0.0033931819,0.0168316469,0.0477852775,0.0367879505,0.0059441712,0.0021237901,0.0005614618,0.0011107178,0,0.1030404375,0.0003295536,0.0777502472
plzen-sever,7.29,0.154,0.146,0.0036378526,0.2067119167,0.0837650987,0.0613690953,0,0.011676168,0.0135979716,0,0.0217050758,0.0017764571,0.0005006379,0.005878458,0.4292404838,0.0922627219,0.1149044751,0.0024062919,0.002567788,0.0183136577,0.0561198947,0.0354160947,0.0061207022,0.0028261817,0,0.0014050161,0,0.1249818317,0,0.0583000921
semily,10.04,0.144,0.17,0.0038547566,0.1838068497,0.091308555,0.1076285578,0,0.0169981385,0.0156591881,0,0.0319062082,0.0027758728,0.0006368179,0.006302864,0.3701871265,0.0726298945,0.1215015839,0.0023349989,0.0029554881,0.0203781718,0.0475164103,0.057182979,0.0049802423,0.0081806603,0,0,0,0.1016622579,0.00024493,0.115966167
most,16.02,0.15,0.139,0.0084528017,0.2319696286,0.0747957589,0.0422455826,0,0.014309361,0.0100514004,0,0.0078734155,0.0013939104,0.0007078451,0.0058478895,0.5102800889,0.1049353138,0.114594677,0.0024937927,0.0011761119,0.0095613538,0.0262011587,0.035555604,0.0103018687,0.0022759943,0,0.0011107723,0,0.1090299255,0,0.0322995165
jindrichuv-hradec,8.17,0.144,0.155,0.0056849749,0.2085998165,0.0850291355,0.1313076685,0,0.0136343376,0.0105535017,0,0.0440493983,0.0022680196,0.0003801883,0.0070400378,0.4052544639,0.1063609429,0.0866173733,0.0035265738,0.0022286898,0.0151944204,0.0460814389,0.0430268229,0.0040116416,0.0030939458,0,0.000878366,0,0.1435407326,0,0.0622591049
pelhrimov,6.74,0.139,0.174,0.006344582,0.1856113944,0.087675002,0.204355202,0,0.0147487131,0.014308453,0,0.0523570848,0.0015409103,0.0003386616,0.0078908155,0.37142712,0.1036473855,0.0936230019,0.0016086426,0.0019811704,0.014934977,0.0474634245,0.0379470333,0.0041655378,0.0025399621,0.0007958548,0,0,0.1656563262,0,0.0630249255
cesky-krumlov,10.76,0.159,0.128,0.006442489,0.220085638,0.0792543997,0.12119109,0,0.0131910326,0.0098881136,0,0.0369926923,0.0014037406,0.0004335081,0.0061310433,0.4441393832,0.0946905578,0.1011106065,0.0045415136,0.001692746,0.012633665,0.0414929194,0.0408529788,0.0073696379,0.0045208703,0,0.000846373,0,0.1103587796,0,0.0677098386
liberec,9.85,0.151,0.146,0.0053237888,0.1769519405,0.1157041386,0.0715748949,0,0.0145348408,0.0150816523,0,0.0154732875,0.001758664,0.0005394222,0.0089263282,0.4208896771,0.0810167738,0.1291214069,0.0022020247,0.0022020247,0.0171876155,0.0367841572,0.0408704648,0.0049286928,0.0166999187,0,0,0,0.0963127171,0.000406414,0.0950639178
hradec-kralove,8.22,0.14,0.173,0.0041078306,0.153751248,0.1426330053,0.0972451909,0,0.018762111,0.0185037425,0,0.0377369961,0.0013678331,0.0005623314,0.0074774877,0.3641551731,0.0890763327,0.13434401,0.0022037311,0.0018237775,0.0150233671,0.0438314526,0.0433679091,0.0043010753,0.0062084426,0.0008738934,0,0,0.1153995213,0,0.0949808123
praha-vychod,3.58,0.179,0.128,0.0023690445,0.1361039283,0.1651750461,0.085360111,0,0.0278879683,0.0212993823,0,0.0288646898,0.0021162299,0.0004883607,0.0066571279,0.3456822914,0.0633241087,0.1403051826,0.0039068859,0.0020905267,0.0194915908,0.0727743174,0.0330457431,0.0040268341,0.0026902679,0.0004455221,0.0016450046,0,0.0867482886,0.0003941157,0.1361155616
usti-nad-orlici,9.04,0.153,0.151,0.0044307788,0.187198245,0.0877777874,0.143294823,0.0007223998,0.0146195662,0.0149717361,0,0.0589478247,0.0024110094,0.0002618699,0.0136623864,0.3747810226,0.0789492695,0.107565332,0.0019143595,0.0026909393,0.0182857452,0.0429918188,0.0524462264,0.0053547886,0.0046955988,0,0.0013906196,0,0.1247042676,0,0.0786332196
cheb,9.05,0.151,0.138,0.0095436224,0.2247041997,0.0675204785,0.0798554131,0,0.0127752144,0.0102118579,0,0.0199110446,0.0016350058,0.0009560627,0.0075099417,0.4919427471,0.0958141082,0.1060259661,0.002175389,0.0011500464,0.019620069,0.0314530767,0.0403209045,0.0056670962,0.0015518699,0,0.0011916144,0,0.1055132948,0,0.0445746907
trebic,13.4,0.144,0.155,0.0034520995,0.1977006925,0.0947967446,0.2412953363,0,0.0132313866,0.0116154222,0,0.0679464237,0.0017786454,0.0003578982,0.0088064639,0.3760208232,0.117932867,0.1065885798,0.0020063988,0.0012906025,0.0141424001,0.0329808579,0.0485548506,0.0036874356,0.0017027276,0.0005748061,0,0,0.139905645,0,0.050875766
svitavy,11.53,0.151,0.152,0.0046810065,0.2030529296,0.0816664383,0.1863237929,0.0005295177,0.0143911135,0.0107315581,0,0.059129473,0.0018238942,0.0004118471,0.0115552522,0.4058458751,0.0999376346,0.0987962298,0.001976866,0.0029652989,0.015273643,0.0416436228,0.0389136651,0.0055305179,0.0024357813,0,0.0009178306,0,0.1364625866,0,0.0507277926
frydek-mistek,9.34,0.146,0.151,0.0047549399,0.1805860661,0.1172245156,0.2671547392,0,0.0132597961,0.0097253905,0,0.0605700095,0.0011492593,0.0004331379,0.0154947879,0.4185383038,0.0887990529,0.1061823222,0.0020848373,0.0010453062,0.0132020444,0.0313014351,0.0446305333,0.0035517311,0.0022985187,0,0.0010684069,0,0.1515289769,0,0.0351361497
vsetin,11.95,0.144,0.157,0.0041229139,0.1894318444,0.105607492,0.282523522,0,0.0178153544,0.0136802463,0,0.0796071228,0.0013252476,0.000469708,0.0110633015,0.4147270241,0.0652978033,0.1206310863,0.0015684893,0.0012245959,0.0126066279,0.0378114961,0.0547629233,0.0031705292,0.0016439781,0,0.0010568431,0,0.111161437,0,0.0503761858
jesenik,16.44,0.141,0.145,0.0103494056,0.2195099873,0.0792046346,0.1141339385,0,0.0118080738,0.01000989,0,0.0279317889,0.0017981838,0.0008091827,0.008121797,0.4493062007,0.1118170648,0.1064824527,0.0017082746,0.0017382444,0.011238649,0.0275122127,0.0561333054,0.0053645818,0.0017382444,0,0.0011388498,0,0.1310876015,0,0.034255402
usti-nad-labem,14.13,0.157,0.14,0.0067773264,0.1936478785,0.0999131624,0.0511723111,0,0.016377213,0.0126804916,0,0.0106162256,0.0021485218,0.0009162814,0.0092576014,0.4811951679,0.09693625,0.1205699902,0.0038652329,0.0011795806,0.012891131,0.0334284721,0.0359350809,0.0078884454,0.0043602355,0,0.0009057494,0,0.0981158306,0,0.0507324985
beroun,7.17,0.155,0.153,0.0038927039,0.1664542128,0.1044176707,0.0677924791,0,0.0212395796,0.0151214208,0,0.0202247191,0.0020732149,0.0003769482,0.0058571946,0.3849510692,0.0981660022,0.1227836173,0.0034505256,0.0019282349,0.0175570859,0.0549764407,0.0346937296,0.0041609279,0.0032040594,0.0004639362,0.0015222907,0,0.1218122508,0.0004784342,0.0849583182
plzen-mesto,6.26,0.13,0.177,0.0030941649,0.1403094165,0.1556827872,0.0885320003,0,0.0162775871,0.0174441475,0,0.0293742624,0.0011936897,0.0005968449,0.0049714464,0.411137939,0.0696612905,0.1112098317,0.0021364333,0.0016006294,0.0197230097,0.0663311675,0.0296252086,0.0048018882,0.0041372201,0,0.0016141941,0,0.1193893192,0,0.0887738908
vyskov,8.74,0.146,0.153,0.0036274731,0.1905951448,0.1077213357,0.188079951,0,0.0133201911,0.0118827604,0,0.0592905937,0.0015743289,0.0002053472,0.0081043712,0.3940065985,0.105507413,0.0977042178,0.0012868427,0.0010814955,0.0146891727,0.0314455077,0.0437663422,0.0039015976,0.0015332594,0,0.0012457733,0,0.173121415,0,0.0363327721
opava,11.23,0.147,0.15,0.0070090951,0.1949333298,0.107618115,0.2756448007,0,0.0151206826,0.0102023219,0,0.0545158553,0.0013175412,0.0002759249,0.0103471825,0.423330827,0.0839777329,0.1123290128,0.002835128,0.0010830051,0.0130926349,0.0343388495,0.0457345465,0.0057668297,0.0030213773,0,0.0011450882,0,0.1365414198,0,0.04502404
jablonec-nad-nisou,9.33,0.147,0.153,0.0057755118,0.1856793861,0.0948113333,0.0667687075,0,0.0128624463,0.0138009081,0,0.0158986461,0.0021943444,0.0003726245,0.0085841648,0.4120399122,0.0731862157,0.1346968631,0.0022771498,0.001504299,0.023433942,0.051960419,0.0481099656,0.0066382368,0.0094122193,0,0,0,0.0915414234,0.0009246608,0.090561559
ceske-budejovice,6.77,0.145,0.152,0.0034342725,0.1579765366,0.1451356162,0.1375454516,0,0.0171680291,0.018157862,0,0.0428512432,0.0015208029,0.0003474248,0.0056833452,0.3812298838,0.090546768,0.1108678409,0.0031137128,0.0024057528,0.0132480285,0.0522317127,0.0446211431,0.0052441479,0.0050933786,0,0.0009242811,0,0.1137455671,0,0.0909990757
strakonice,9.61,0.142,0.162,0.006473192,0.1832462475,0.0889273472,0.130198034,0,0.0125982594,0.0109664514,0,0.0400231611,0.0018950028,0.000491297,0.0060885738,0.4039514318,0.0997683885,0.1062429815,0.0030706064,0.0022108366,0.0154583099,0.0455853453,0.042953397,0.0063517687,0.0047199607,0,0.0008246771,0,0.1273862998,0,0.069413251
prerov,12.76,0.141,0.163,0.006346734,0.1854338427,0.1041347763,0.1923786535,0,0.0120148729,0.0103777424,0,0.0493913944,0.0022845832,0.0003884716,0.0092215768,0.4131580895,0.1014095971,0.1272152133,0.0013319028,0.0013689001,0.0124218432,0.0334363091,0.0544507751,0.0053368604,0.0026915535,0,0.0013781494,0,0.1246069037,0,0.0375152614
rychnov-nad-kneznou,7.3,0.152,0.159,0.0069545455,0.1761666667,0.0883333333,0.1219596808,0,0.0149546804,0.0155044848,0,0.0524042162,0.0023563047,0.0004555522,0.0084041534,0.3810144677,0.0979437314,0.1184907083,0.0017436655,0.0022934699,0.016069998,0.0414552538,0.0554359949,0.005356666,0.0041156789,0.0006126392,0,0,0.1137309728,0,0.0676573619
trutnov,10.82,0.146,0.156,0.0048125483,0.1960172697,0.0799813836,0.0796960414,0,0.018659041,0.0159628249,0,0.0275647245,0.0026349385,0.0005412858,0.0061992545,0.4108461421,0.0845018639,0.1179798805,0.0024919573,0.0013991728,0.0158913343,0.0543430526,0.051575346,0.0077822601,0.0039421948,0.0007455446,0,0,0.1089210029,0,0.068018179
tabor,9.83,0.141,0.168,0.0029024233,0.17521653,0.1085759698,0.1359837808,0,0.0151911373,0.0146086915,0,0.0354935337,0.0016760175,0.0002852796,0.0060978509,0.3834038608,0.1009295359,0.1103913085,0.0033401483,0.0021039369,0.0157260365,0.0485450742,0.0403195131,0.0040058007,0.003827501,0,0.000879612,0,0.1367915557,0,0.0763836059
pisek,7.86,0.14,0.173,0.004536055,0.1764391969,0.10179441,0.1454834414,0,0.0150457577,0.0129431432,0,0.0356065698,0.0019130345,0.0003274564,0.0075659652,0.3950330042,0.107216104,0.0932733571,0.0038605381,0.0020853799,0.0146148941,0.0497906003,0.0411043896,0.0059286835,0.0039811799,0,0.0010857763,0,0.1237612671,0,0.0848628992
sumperk,12.82,0.144,0.155,0.0049856794,0.2066983616,0.0910633866,0.1623673732,0,0.0117750405,0.0122586758,0,0.0460638004,0.0028031111,0.0003948044,0.0090311501,0.4194796478,0.1063701686,0.1077223736,0.0023293458,0.0010067512,0.0121501046,0.0332425283,0.0530024873,0.0042638872,0.0035334992,0,0.0014706463,0,0.13086778,0,0.042234198
rokycany,6.1,0.138,0.167,0.0044175433,0.1805579284,0.0854709199,0.0670066164,0,0.0116242945,0.0122197484,0,0.0207632165,0.0017086936,0.0005436752,0.0068865531,0.4216848755,0.1056283332,0.107259359,0.0032879408,0.0019416973,0.0180707296,0.0661989334,0.0319732822,0.0051260809,0.0029772692,0,0.0014756899,0,0.126417439,0,0.0542121887
sokolov,13.82,0.153,0.135,0.008392722,0.2531782703,0.0524577753,0.0614377341,0,0.0100386515,0.0096226111,0,0.0112196693,0.0016238995,0.0005905089,0.0054487868,0.5245866438,0.0825236204,0.0973668671,0.0017178441,0.0031538544,0.0128167275,0.0293107151,0.0434829289,0.0108036289,0.0012883831,0,0.0012212798,0,0.117954155,0,0.0352292248
blansko,9.37,0.145,0.162,0.0039784565,0.1706525112,0.1104658894,0.2403791577,0,0.0160134996,0.0121909222,0,0.0802167275,0.0013889845,0.0001951466,0.0110430011,0.3618247354,0.1025093556,0.1010744542,0.001193838,0.0018711114,0.0155198935,0.0355625961,0.0399935716,0.0038225773,0.002008862,0,0.0008953785,0,0.1681130473,0,0.0445622977
